date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:32:17	17063/17063	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2265301e3e-42a7%22	https://dogedoogha.wordpress.com/wp-content/blog-plugins/marketing-bar/images/jp-app.svg	C:/My%20Web%20Sites/hi/dogedoogha.wordpress.com/wp-content/blog-plugins/marketing-bar/images/jp-app.svg	(from https://dogedoogha.wordpress.com/wp-content/blog-plugins/marketing-bar/css/marketing-bar.css?m=1761640963i&cssminify=yes)
15:32:17	154/154	---M--	200	added ('OK')	image/svg+xml	etag:%226466d6cc-9a%22	https://dogedoogha.wordpress.com/wp-content/blog-plugins/marketing-bar/images/arrow.svg	C:/My%20Web%20Sites/hi/dogedoogha.wordpress.com/wp-content/blog-plugins/marketing-bar/images/arrow.svg	(from https://dogedoogha.wordpress.com/wp-content/blog-plugins/marketing-bar/css/marketing-bar.css?m=1761640963i&cssminify=yes)
15:32:18	9703/9703	---MCZ	200	added ('OK')	application/javascript	etag:W/21769-1684465036963.0757	https://dogedoogha.wordpress.com/wp-content/mu-plugins/comment-likes/js/comment-likes.js?m=1637585230i	C:/My%20Web%20Sites/hi/dogedoogha.wordpress.com/wp-content/mu-plugins/comment-likes/js/comment-likes9835.js	(from https://dogedoogha.wordpress.com/about/)
15:32:18	15711/15711	---MCZ	200	added ('OK')	text/css	etag:W/%226900820c-3d5f%22	https://dogedoogha.wordpress.com/_static/??-eJxdjFEKhDAMRC9kjeJS8UM8S62hqG1TmhSvr8KyrP4MvGHmwZGUpSgYBUJRyRe3RoYNJRm7fxkC0R1L8ciQ0RvBRSVieVFtmSv4U86e3E8aTN5R1ujUbDJc02dzn6cwtr1u9acZdLedhp86Hg==&cssminify=yes	C:/My%20Web%20Sites/hi/dogedoogha.wordpress.com/_static/index3992.html	(from https://dogedoogha.wordpress.com/about/)
15:32:18	38448/38448	---MCZ	200	added ('OK')	text/css	etag:W/38448-1768304601930.7686	https://dogedoogha.wordpress.com/wp-content/mu-plugins/jetpack-mu-wpcom-plugin/moon/jetpack_vendor/automattic/jetpack-mu-wpcom/src/build/verbum-comments/verbum-comments.css?m=1768304592i&cssminify=yes	C:/My%20Web%20Sites/hi/dogedoogha.wordpress.com/wp-content/mu-plugins/jetpack-mu-wpcom-plugin/moon/jetpack_vendor/automattic/jetpack-mu-wpcom/src/build/verbum-comments/verbum-commentsedf9.css	(from https://dogedoogha.wordpress.com/2026/01/25/the-arrow-flew-straight-to-its-target-quickly-and-accurately-today/)
15:32:18	50692/50692	---MCZ	200	added ('OK')	text/css	etag:W/%226973a502-c604%22	https://dogedoogha.wordpress.com/_static/??-eJx9jcEOAiEMRH9IbPawu3owfguQimhLCZQY/17URFdNvM28dmbgko2XpJgUuJlMLcRUwQtzR4biGburX2TdyQoiJNHY0/UlnodFpx6Re0NuDmytyI6wQNUr4c/rYr6gIwldhsf22/4LBRRD4q1GSR/GHMjGco/ueTfM03bYTOM4n25Bml3l&cssminify=yes	C:/My%20Web%20Sites/hi/dogedoogha.wordpress.com/_static/index5272.html	(from https://dogedoogha.wordpress.com/about/)
15:32:18	868/868	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%22fb7c3df3ca67d79feee020c6181d5349%22	https://dogedoogha.wordpress.com/about/feed/	C:/My%20Web%20Sites/hi/dogedoogha.wordpress.com/about/feed/index.html	(from https://dogedoogha.wordpress.com/about/)
15:32:19	289822/289822	---MCZ	200	added ('OK')	text/css	etag:W/289822-1738686372288.6567	https://widgets.wp.com/verbum-block-editor/block-editor.css?ver=1738686361	C:/My%20Web%20Sites/hi/widgets.wp.com/verbum-block-editor/block-editor55e2.css	(from https://dogedoogha.wordpress.com/2026/01/25/the-arrow-flew-straight-to-its-target-quickly-and-accurately-today/)
15:32:19	1081/1081	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%2221346ad590c446a6f1ac289c82a7bfa0%22	https://dogedoogha.wordpress.com/2026/01/25/the-arrow-flew-straight-to-its-target-quickly-and-accurately-today/feed/	C:/My%20Web%20Sites/hi/dogedoogha.wordpress.com/2026/01/25/the-arrow-flew-straight-to-its-target-quickly-and-accurately-today/feed/index.html	(from https://dogedoogha.wordpress.com/2026/01/25/the-arrow-flew-straight-to-its-target-quickly-and-accurately-today/)
15:32:19	5053/5053	---MCZ	200	added ('OK')	application/javascript	etag:W/%22696fd0de-13bd%22	https://s1.wp.com/wp-content/plugins/gutenberg-core/v22.4.0/build/scripts/hooks/index.min.js?m=1768935615i&ver=7496969728ca0f95732d	C:/My%20Web%20Sites/hi/s1.wp.com/wp-content/plugins/gutenberg-core/v22.4.0/build/scripts/hooks/index.min3965.js	(from https://dogedoogha.wordpress.com/2026/01/25/the-arrow-flew-straight-to-its-target-quickly-and-accurately-today/)
15:32:19	19979/19979	---MCZ	200	added ('OK')	text/css	etag:W/%226900820c-4e0b%22	https://dogedoogha.wordpress.com/_static/??-eJxtjNsKwjAQRH/IuBYl4oP4LWm6hDSbbMhu8Pe1pSheXgbOcGbgXo3nolgUcjeVeohFYEatzqeNITMvMXVCgYbkFCdTWfSL9l5kB/8vKSZ8H6/0o4/E4TXIriXUWIIZXYOn+tks41u+Dmc72NPhYo/zAy/zS9w=&cssminify=yes	C:/My%20Web%20Sites/hi/dogedoogha.wordpress.com/_static/index9cb4.html	(from https://dogedoogha.wordpress.com/2026/01/25/the-arrow-flew-straight-to-its-target-quickly-and-accurately-today/)
15:32:19	5735/5735	---MCZ	200	added ('OK')	application/javascript	etag:W/%22696fd0de-1667%22	https://s1.wp.com/wp-content/plugins/gutenberg-core/v22.4.0/build/scripts/i18n/index.min.js?m=1768935615i&ver=781d11515ad3d91786ec	C:/My%20Web%20Sites/hi/s1.wp.com/wp-content/plugins/gutenberg-core/v22.4.0/build/scripts/i18n/index.minccea.js	(from https://dogedoogha.wordpress.com/2026/01/25/the-arrow-flew-straight-to-its-target-quickly-and-accurately-today/)
15:32:19	33749/33749	---MCZ	200	added ('OK')	text/css	etag:W/%2268810078-83d5%22	https://dogedoogha.wordpress.com/_static/??-eJyNjcEKwjAQRH/IuFRT6kX8FNkmS5K6yQY3Qfx7bfEiXrwM82B4A49qnJRGpUHupnIPqSgs1Cq624chi6zhO5OCRryTR++fW00l7J3qDv43XVNxoOISsmEJol/wY2uR8vs3WggsM/I6uOTzMI3Hw8lOg11eUT1JKA==&cssminify=yes	C:/My%20Web%20Sites/hi/dogedoogha.wordpress.com/_static/index8723.html	(from https://dogedoogha.wordpress.com/2026/01/25/the-arrow-flew-straight-to-its-target-quickly-and-accurately-today/)
15:32:20	434/434	---M--	200	added ('OK')	application/javascript	etag:%22689b423e-1b2%22	https://dogedoogha.wordpress.com/wp-content/mu-plugins/jetpack-mu-wpcom-plugin/moon/jetpack_vendor/automattic/jetpack-mu-wpcom/src/build/verbum-comments/assets/dynamic-loader.js?m=1755005491i&minify=false&ver=adc3e7b923a66edb437b	C:/My%20Web%20Sites/hi/dogedoogha.wordpress.com/wp-content/mu-plugins/jetpack-mu-wpcom-plugin/moon/jetpack_vendor/automattic/jetpack-mu-wpcom/src/build/verbum-comments/assets/dynamic-loader525e.js	(from https://dogedoogha.wordpress.com/2026/01/25/the-arrow-flew-straight-to-its-target-quickly-and-accurately-today/)
15:32:22	29666/29666	---MCZ	200	added ('OK')	application/javascript	etag:W/%2267e69947-73e2%22	https://dogedoogha.wordpress.com/_static/??/wp-content/mu-plugins/likes/queuehandler.js,/wp-content/mu-plugins/akismet-3.0/_inc/akismet-frontend.js,/wp-includes/js/comment-reply.min.js?m=1743165756j	C:/My%20Web%20Sites/hi/dogedoogha.wordpress.com/_static/index5abb.html	(from https://dogedoogha.wordpress.com/2026/01/25/the-arrow-flew-straight-to-its-target-quickly-and-accurately-today/)
15:32:23	32501/32501	---MCZ	200	added ('OK')	application/javascript	etag:W/%2268cbdd61-7ef5%22	https://dogedoogha.wordpress.com/_static/??-eJyNjcEKwjAQRH/IdC1FtAfxU8qahLptswndjcW/N0gtIh68DW94M7AkYyOrZ4WQTZpyTyxgYwgFmYlGLzB8gWqQHfwWB68J7WgKWlKR1gJCjPwuu7tnF2fArDGgKtlNQxGvAtdMk9ug2JmSGoeKfzx/HnbEdh2TG87eoXOPVyTuq0Bc9i7hXB8Pp7rdt00zPAFY/WXp	C:/My%20Web%20Sites/hi/dogedoogha.wordpress.com/_static/index5d74.html	(from https://dogedoogha.wordpress.com/2026/01/25/the-arrow-flew-straight-to-its-target-quickly-and-accurately-today/)
15:32:24	1048/1048	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%22a6ae191c2c31faf3b5a91101fe11a8f8%22	https://dogedoogha.wordpress.com/2026/01/25/the-book-is-whose-cover-is-very-attractive-and-colorful/feed/	C:/My%20Web%20Sites/hi/dogedoogha.wordpress.com/2026/01/25/the-book-is-whose-cover-is-very-attractive-and-colorful/feed/index.html	(from https://dogedoogha.wordpress.com/2026/01/25/the-book-is-whose-cover-is-very-attractive-and-colorful/)
15:33:36	0/0	---MC-	302	error ('Found')	text/html	date:Sun,%2025%20Jan%202026%2007:32:21%20GMT	https://dogedoogha.wordpress.com/2026/01/25/the-arrow-flew-straight-to-its-target-quickly-and-accurately-today/?share=twitter	C:/My%20Web%20Sites/hi/dogedoogha.wordpress.com/2026/01/25/the-arrow-flew-straight-to-its-target-quickly-and-accurately-today/index9a7b.html	(from https://dogedoogha.wordpress.com/2026/01/25/the-arrow-flew-straight-to-its-target-quickly-and-accurately-today/)
15:33:36	0/0	---MC-	302	error ('Found')	text/html	date:Sun,%2025%20Jan%202026%2007:32:21%20GMT	https://dogedoogha.wordpress.com/2026/01/25/the-arrow-flew-straight-to-its-target-quickly-and-accurately-today/?share=facebook	C:/My%20Web%20Sites/hi/dogedoogha.wordpress.com/2026/01/25/the-arrow-flew-straight-to-its-target-quickly-and-accurately-today/index5a58.html	(from https://dogedoogha.wordpress.com/2026/01/25/the-arrow-flew-straight-to-its-target-quickly-and-accurately-today/)
15:33:38	1008/1008	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%22ff6696932c04f2a64f4d3f2b59e36f42%22	https://dogedoogha.wordpress.com/2026/01/25/she-acted-unlike-her-usual-calm-self-today/feed/	C:/My%20Web%20Sites/hi/dogedoogha.wordpress.com/2026/01/25/she-acted-unlike-her-usual-calm-self-today/feed/index.html	(from https://dogedoogha.wordpress.com/2026/01/25/she-acted-unlike-her-usual-calm-self-today/)
15:33:39	0/0	---MC-	302	error ('Found')	text/html	date:Sun,%2025%20Jan%202026%2007:32:24%20GMT	https://dogedoogha.wordpress.com/2026/01/25/the-book-is-whose-cover-is-very-attractive-and-colorful/?share=twitter	C:/My%20Web%20Sites/hi/dogedoogha.wordpress.com/2026/01/25/the-book-is-whose-cover-is-very-attractive-and-colorful/index9a7b.html	(from https://dogedoogha.wordpress.com/2026/01/25/the-book-is-whose-cover-is-very-attractive-and-colorful/)
15:33:40	0/0	---MC-	302	error ('Found')	text/html	date:Sun,%2025%20Jan%202026%2007:32:25%20GMT	https://dogedoogha.wordpress.com/2026/01/25/the-book-is-whose-cover-is-very-attractive-and-colorful/?share=facebook	C:/My%20Web%20Sites/hi/dogedoogha.wordpress.com/2026/01/25/the-book-is-whose-cover-is-very-attractive-and-colorful/index5a58.html	(from https://dogedoogha.wordpress.com/2026/01/25/the-book-is-whose-cover-is-very-attractive-and-colorful/)
15:34:52	0/0	---MC-	302	error ('Found')	text/html	date:Sun,%2025%20Jan%202026%2007:33:37%20GMT	https://dogedoogha.wordpress.com/2026/01/25/she-acted-unlike-her-usual-calm-self-today/?share=twitter	C:/My%20Web%20Sites/hi/dogedoogha.wordpress.com/2026/01/25/she-acted-unlike-her-usual-calm-self-today/index9a7b.html	(from https://dogedoogha.wordpress.com/2026/01/25/she-acted-unlike-her-usual-calm-self-today/)
15:34:54	0/0	---MC-	302	error ('Found')	text/html	date:Sun,%2025%20Jan%202026%2007:33:39%20GMT	https://dogedoogha.wordpress.com/2026/01/25/she-acted-unlike-her-usual-calm-self-today/?share=facebook	C:/My%20Web%20Sites/hi/dogedoogha.wordpress.com/2026/01/25/she-acted-unlike-her-usual-calm-self-today/index5a58.html	(from https://dogedoogha.wordpress.com/2026/01/25/she-acted-unlike-her-usual-calm-self-today/)
15:34:55	949/949	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%22a9ffa3b3f61709114022824d1cea038e%22	https://dogedoogha.wordpress.com/2026/01/25/the-text-is-very-short/feed/	C:/My%20Web%20Sites/hi/dogedoogha.wordpress.com/2026/01/25/the-text-is-very-short/feed/index.html	(from https://dogedoogha.wordpress.com/2026/01/25/the-text-is-very-short/)
15:34:56	0/0	---MC-	302	error ('Found')	text/html	date:Sun,%2025%20Jan%202026%2007:33:41%20GMT	https://dogedoogha.wordpress.com/2026/01/25/the-text-is-very-short/?share=twitter	C:/My%20Web%20Sites/hi/dogedoogha.wordpress.com/2026/01/25/the-text-is-very-short/index9a7b.html	(from https://dogedoogha.wordpress.com/2026/01/25/the-text-is-very-short/)
15:36:08	0/0	---MC-	302	error ('Found')	text/html	date:Sun,%2025%20Jan%202026%2007:34:53%20GMT	https://dogedoogha.wordpress.com/2026/01/25/the-text-is-very-short/?share=facebook	C:/My%20Web%20Sites/hi/dogedoogha.wordpress.com/2026/01/25/the-text-is-very-short/index5a58.html	(from https://dogedoogha.wordpress.com/2026/01/25/the-text-is-very-short/)
15:36:10	946/946	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%22532c68265279ee6fdb8ab8e0e6d3ff1f%22	https://dogedoogha.wordpress.com/2026/01/25/she-won-the-big-prize/feed/	C:/My%20Web%20Sites/hi/dogedoogha.wordpress.com/2026/01/25/she-won-the-big-prize/feed/index.html	(from https://dogedoogha.wordpress.com/2026/01/25/she-won-the-big-prize/)
15:36:10	1036/1036	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%22677547127f8cb776e908da29ec630f36%22	https://dogedoogha.wordpress.com/2026/01/25/he-family-celebrated-her-special-birthday-with-love/feed/	C:/My%20Web%20Sites/hi/dogedoogha.wordpress.com/2026/01/25/he-family-celebrated-her-special-birthday-with-love/feed/index.html	(from https://dogedoogha.wordpress.com/2026/01/25/he-family-celebrated-her-special-birthday-with-love/)
15:36:11	0/0	---MC-	302	error ('Found')	text/html	date:Sun,%2025%20Jan%202026%2007:34:57%20GMT	https://dogedoogha.wordpress.com/2026/01/25/she-won-the-big-prize/?share=twitter	C:/My%20Web%20Sites/hi/dogedoogha.wordpress.com/2026/01/25/she-won-the-big-prize/index9a7b.html	(from https://dogedoogha.wordpress.com/2026/01/25/she-won-the-big-prize/)
15:36:12	0/0	---MC-	302	error ('Found')	text/html	date:Sun,%2025%20Jan%202026%2007:34:57%20GMT	https://dogedoogha.wordpress.com/2026/01/25/she-won-the-big-prize/?share=facebook	C:/My%20Web%20Sites/hi/dogedoogha.wordpress.com/2026/01/25/she-won-the-big-prize/index5a58.html	(from https://dogedoogha.wordpress.com/2026/01/25/she-won-the-big-prize/)
15:37:26	0/0	---MC-	302	error ('Found')	text/html	date:Sun,%2025%20Jan%202026%2007:36:11%20GMT	https://dogedoogha.wordpress.com/2026/01/25/he-family-celebrated-her-special-birthday-with-love/?share=twitter	C:/My%20Web%20Sites/hi/dogedoogha.wordpress.com/2026/01/25/he-family-celebrated-her-special-birthday-with-love/index9a7b.html	(from https://dogedoogha.wordpress.com/2026/01/25/he-family-celebrated-her-special-birthday-with-love/)
15:37:26	0/0	---MC-	302	error ('Found')	text/html	date:Sun,%2025%20Jan%202026%2007:36:11%20GMT	https://dogedoogha.wordpress.com/2026/01/25/he-family-celebrated-her-special-birthday-with-love/?share=facebook	C:/My%20Web%20Sites/hi/dogedoogha.wordpress.com/2026/01/25/he-family-celebrated-her-special-birthday-with-love/index5a58.html	(from https://dogedoogha.wordpress.com/2026/01/25/he-family-celebrated-her-special-birthday-with-love/)
15:37:28	994/994	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%225a876105a0dfc4acb299d3af767c71c3%22	https://dogedoogha.wordpress.com/2026/01/25/australia-is-a-very-beautiful-country/feed/	C:/My%20Web%20Sites/hi/dogedoogha.wordpress.com/2026/01/25/australia-is-a-very-beautiful-country/feed/index.html	(from https://dogedoogha.wordpress.com/2026/01/25/australia-is-a-very-beautiful-country/)
15:37:28	0/0	---MC-	302	error ('Found')	text/html	date:Sun,%2025%20Jan%202026%2007:36:13%20GMT	https://dogedoogha.wordpress.com/2026/01/25/australia-is-a-very-beautiful-country/?share=twitter	C:/My%20Web%20Sites/hi/dogedoogha.wordpress.com/2026/01/25/australia-is-a-very-beautiful-country/index9a7b.html	(from https://dogedoogha.wordpress.com/2026/01/25/australia-is-a-very-beautiful-country/)
15:37:31	23730/23730	---MCZ	200	added ('OK')	application/javascript	etag:W/%2268cbdd61-5cb2%22	https://dogedoogha.wordpress.com/_static/??-eJxtzUEOwjAMRNELEUxVIegCcRRkEgsljeOodtrrkwV0gdi+0dfAVp2XYlQMuLma2ysWBS/MnVyOMymkHzgmPcD/MJFV9LPrtNUefQZgkfIdHyuVIAtgM2E0i37PUJVM4dliDjuqX2I1F9CwP9/5NlzO12E6TeOY3pnpR6M=	C:/My%20Web%20Sites/hi/dogedoogha.wordpress.com/_static/index7d4a.html	(from https://dogedoogha.wordpress.com/2026/01/25/hello-world/)
15:37:50	846/846	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%22cb142acfb840ceaaf897aa24d3900aa3%22	https://dogedoogha.wordpress.com/2026/01/25/hello-world/feed/	C:/My%20Web%20Sites/hi/dogedoogha.wordpress.com/2026/01/25/hello-world/feed/index.html	(from https://dogedoogha.wordpress.com/2026/01/25/hello-world/)
